Company,Year,Total Liabilities Growth %,Borrowings Growth %,Equity Growth %,Total Assets Growth %,Operating Profit Growth %,Net Profit Growth %,Operating Cash Flow Growth %
infosys,2005,-28.54,,61.11,28.24,52.05,52.78,-16.79
infosys,2006,64.71,,31.58,38.35,25.43,27.44,64.52
infosys,2007,-17.73,,61.84,42.48,45.58,56.05,45.55
infosys,2008,104.55,,20.86,32.61,17.6,18.32,17.2
infosys,2009,-10.43,,32.02,22.82,40.64,30.16,35.01
infosys,2010,20.59,,23.74,23.24,5.49,-0.26,14.05
infosys,2011,8.01,,11.19,10.7,17.11,11.03,-27.33
infosys,2012,39.17,,21.45,24.12,27.07,31.46,39.46
infosys,2013,15.04,,21.18,20.14,4.01,7.63,16.57
infosys,2014,52.39,,16.73,22.51,12.66,11.83,31.78
infosys,2015,29.43,,14.2,17.27,17.81,19.33,-13.04
infosys,2016,-15.24,,27.07,17.66,8.42,4.35,20.4
infosys,2017,1.87,,11.35,9.83,8.78,8.86,9.4
infosys,2018,4.27,,-6.64,-5.02,0.08,16.91,19.06
infosys,2019,31.06,,-1.25,4.02,7.46,-8.99,12.14
infosys,2020,15.96,,-0.76,2.67,4.78,5.72,11.32
infosys,2021,19.15,,14.94,15.92,23.73,16.12,27.81
infosys,2022,34.24,,-3.11,5.8,14.74,17.66,11.02
infosys,2023,11.67,,-2.25,1.96,10.01,9.57,-13.25
infosys,2024,0.54,,19.83,13.43,3.12,17.04,8.44
infosys,2025,11.34,,7.58,8.69,7.17,-6.12,41.48
infosys,2026,21.84,,-7.39,1.4,5.16,14.25,-4.23
insecticides,2004,,,,,,,
insecticides,2005,32.65,-16.58,88.04,46.62,523.48,1594.87,
insecticides,2006,29.43,126.44,60.83,43.43,40.83,54.01,
insecticides,2007,33.5,21.07,43.16,33.54,-12.94,-15.82,-154.74
insecticides,2008,49.41,8.48,143.87,86.47,64.12,66.51,-402.56
insecticides,2009,27.51,-7.75,21.48,24.42,56.52,45.69,-157.56
insecticides,2010,40.41,58.7,25.19,32.79,22.57,35.59,-172.43
insecticides,2011,33.82,56.48,22.6,28.52,32.51,14.3,-942.57
insecticides,2012,79.16,347.62,17.72,51.48,28.27,2.48,-195.99
insecticides,2013,24.19,30.41,16.5,21.5,17.67,6.97,-96.3
insecticides,2014,29.74,21.29,16.18,25.19,18.21,13.08,-2931.58
insecticides,2015,15.52,21.42,18.19,16.35,29.0,37.31,-115.22
insecticides,2016,-16.17,-38.97,40.32,1.71,-22.39,-28.36,-1575.39
insecticides,2017,-2.61,23.13,13.61,4.48,26.82,51.18,-95.26
insecticides,2018,-11.95,-52.55,17.87,2.21,37.13,41.36,4427.18
insecticides,2019,53.28,182.26,20.77,35.48,26.87,45.78,-173.33
insecticides,2020,-18.87,-37.47,10.42,-4.57,-20.58,-29.71,-281.66
insecticides,2021,7.62,-49.29,12.07,10.14,-10.49,8.59,-35.76
insecticides,2022,-13.04,-47.46,5.96,-2.12,21.52,14.55,-13.2
insecticides,2023,47.74,222.07,5.59,21.52,-33.16,-41.14,-107.88
insecticides,2024,-10.2,-47.7,10.42,0.95,39.82,62.93,-1837.76
insecticides,2025,15.34,18.98,6.99,10.4,41.67,36.19,-48.73
insecticides,2026,-4.27,40.32,12.22,5.18,-1.79,-2.83,14.9
irb-infra,2004,,,,,,,
irb-infra,2005,-34.96,-100.0,49608.7,53.79,-200.0,-166.67,
irb-infra,2006,-45.86,,24.2,28.67,-5266.67,21575.0,
irb-infra,2007,20409.72,,84.89,270.6,-21.29,-21.22,
irb-infra,2008,-91.4,-93.93,417.4,148.05,383.61,-13.32,391.23
irb-infra,2009,525.74,712.68,0.46,10.1,68.64,868.75,2.5
irb-infra,2010,661.5,376.59,0.44,69.43,70.05,-2.63,-2660.05
irb-infra,2011,54.71,89.8,2.94,27.22,-355.61,61.46,-117.27
irb-infra,2012,58.52,45.13,7.52,36.61,216.6,84.04,-100.0
irb-infra,2013,6.19,-36.97,3.59,5.31,55.6,12.9,
irb-infra,2014,32.86,61.08,9.88,25.22,6.73,53.84,18.73
irb-infra,2015,19.27,9.23,24.51,20.8,-12.31,-52.0,16.87
irb-infra,2016,10.46,25.02,8.57,9.9,17.15,134.88,-17.41
irb-infra,2017,17.89,23.31,7.34,14.75,59.3,-37.45,15.73
irb-infra,2018,20.98,54.33,0.16,15.2,-15.42,118.51,-378.92
irb-infra,2019,-9.18,-19.03,4.92,-5.78,42.79,-25.97,-161.64
irb-infra,2020,43.42,94.91,-2.54,31.05,15.05,-15.08,-139.92
irb-infra,2021,19.17,30.14,11.32,17.6,-27.51,-32.48,-434.57
irb-infra,2022,-41.77,-43.98,197.15,3.49,79.91,69.64,-120.43
irb-infra,2023,12.16,7.27,5.48,8.53,-36.59,16.41,-186.08
irb-infra,2024,56.12,58.99,5.94,29.59,37.15,104.79,359.39
irb-infra,2025,25.75,15.97,54.97,38.38,862.4,636.38,-61.9
irb-infra,2026,5.22,9.1,8.59,6.85,-74.22,-82.25,-148.57
jindal-steel,2004,,,,,,,
jindal-steel,2005,45.0,45.8,54.1,48.22,87.13,68.83,89.37
jindal-steel,2006,73.2,83.53,39.82,60.91,8.14,11.1,-24.82
jindal-steel,2007,30.05,27.77,35.35,31.75,32.37,22.7,111.74
jindal-steel,2008,17.16,10.14,50.45,28.1,72.45,75.96,22.02
jindal-steel,2009,51.77,28.45,44.16,48.84,18.8,24.21,91.39
jindal-steel,2010,47.99,68.93,24.57,39.24,-8.01,-3.7,-11.06
jindal-steel,2011,31.79,36.48,28.81,30.79,45.04,39.5,-25.34
jindal-steel,2012,28.33,25.61,24.81,27.17,10.38,2.25,61.98
jindal-steel,2013,20.91,35.68,13.86,18.63,-9.55,-24.55,-64.85
jindal-steel,2014,20.48,16.23,5.8,15.92,-12.2,-18.88,201.04
jindal-steel,2015,1.73,15.21,-4.23,0.04,-56.16,-124.05,-52.87
jindal-steel,2016,11.5,-8.42,84.36,31.25,-73.66,356.59,205.06
jindal-steel,2017,2.12,1.04,-5.63,-0.83,192.93,-30.46,-8.09
jindal-steel,2018,-2.72,-11.76,4.72,-0.03,100.36,-63.34,19.59
jindal-steel,2019,-5.79,-17.47,-1.07,-4.0,34.44,-27.3,43.77
jindal-steel,2020,0.12,-13.58,5.15,2.09,50.99,-334.94,1.05
jindal-steel,2021,3.76,9.9,37.68,17.42,204.84,1058.27,38.23
jindal-steel,2022,-4.62,-20.25,23.65,8.72,17.31,15.78,45.34
jindal-steel,2023,-23.93,-10.88,0.49,-10.82,-67.08,-70.7,-55.23
jindal-steel,2024,0.19,-6.36,12.17,7.44,94.38,117.29,8.79
jindal-steel,2025,-10.55,-37.79,9.38,2.04,-32.98,-31.33,62.26
jindal-steel,2026,16.88,10.88,6.77,10.03,-13.77,-15.12,-39.26
kajaria-ceramic,2004,,,,,,,
kajaria-ceramic,2005,14.81,-0.96,19.83,16.36,28.54,115.47,121.91
kajaria-ceramic,2006,17.35,39.54,14.46,16.43,6.94,30.8,-94.9
kajaria-ceramic,2007,50.81,64.07,4.41,36.29,-31.77,-77.02,-738.42
kajaria-ceramic,2008,4.37,1.47,9.39,5.58,69.54,95.95,-118.41
kajaria-ceramic,2009,-0.64,-3.59,4.64,0.67,19.67,-40.71,451.73
kajaria-ceramic,2010,-1.46,-19.17,16.83,3.26,24.72,302.81,322.6
kajaria-ceramic,2011,24.89,-23.89,17.55,22.75,40.06,69.21,47.0
kajaria-ceramic,2012,0.76,-12.61,26.66,8.01,37.52,33.07,-50.49
kajaria-ceramic,2013,-8.4,-2.49,26.57,3.07,10.24,24.57,11.48
kajaria-ceramic,2014,-18.4,-64.23,45.07,7.16,9.16,16.1,71.1
kajaria-ceramic,2015,9.58,30.98,39.52,25.9,22.55,44.22,-93.99
kajaria-ceramic,2016,16.37,-43.55,25.93,22.14,42.43,39.52,3088.77
kajaria-ceramic,2017,-12.9,-76.75,29.73,13.65,12.33,15.02,-8.43
kajaria-ceramic,2018,-5.22,13.93,16.69,10.36,-5.95,-6.6,-24.14
kajaria-ceramic,2019,5.93,-17.92,13.76,11.82,-5.75,-2.54,46.28
kajaria-ceramic,2020,-3.36,331.33,10.47,7.22,-12.99,13.38,-19.28
kajaria-ceramic,2021,-8.51,-78.85,8.12,4.6,27.7,10.46,100.77
kajaria-ceramic,2022,36.48,346.98,12.85,17.23,17.85,17.66,-23.29
kajaria-ceramic,2023,10.26,150.15,9.91,9.98,-5.34,-4.95,-39.9
kajaria-ceramic,2024,-6.08,-93.45,10.8,7.15,6.69,10.76,152.96
kajaria-ceramic,2025,10.47,-54.96,1.44,3.15,-42.4,-46.48,-17.45
kajaria-ceramic,2026,-0.15,747.12,11.19,8.88,113.32,123.75,23.84
kaveri-seed,2004,,,,,,,
kaveri-seed,2005,51.99,7869.23,67.76,53.06,142.31,32.98,
kaveri-seed,2006,3.87,39.19,143.32,14.58,153.97,132.0,
kaveri-seed,2007,1.78,-17.55,257.16,41.47,391.25,263.45,
kaveri-seed,2008,15.01,-52.31,294.94,125.85,47.14,32.45,-633.57
kaveri-seed,2009,127.2,277.07,18.7,52.06,18.98,64.04,-214.32
kaveri-seed,2010,55.65,112.91,20.68,36.75,17.77,26.94,139.34
kaveri-seed,2011,12.46,-39.26,25.5,18.68,34.68,46.13,179.7
kaveri-seed,2012,86.5,-21.84,27.42,56.71,41.26,36.77,92.3
kaveri-seed,2013,50.32,-96.11,43.28,47.57,111.11,123.53,-4.69
kaveri-seed,2014,-3.7,0.0,49.95,17.64,58.15,62.13,76.34
kaveri-seed,2015,-11.93,66.67,46.31,17.64,42.79,43.35,-12.86
kaveri-seed,2016,-10.35,17.14,20.68,9.2,-43.18,-41.32,39.85
kaveri-seed,2017,24.24,0.0,11.84,15.59,-69.98,-55.7,-4.94
kaveri-seed,2018,-16.03,14.63,-0.27,-5.39,288.23,168.05,-28.27
kaveri-seed,2019,26.68,-0.53,-0.81,7.12,-5.28,2.09,-14.29
kaveri-seed,2020,14.9,-16.58,-3.07,3.06,16.72,17.02,15.52
kaveri-seed,2021,16.2,-30.77,28.54,23.85,23.39,21.51,59.8
kaveri-seed,2022,-18.78,0.93,2.55,-5.06,-34.3,-31.58,-56.6
kaveri-seed,2023,11.12,-44.04,6.12,7.64,26.15,27.83,175.78
kaveri-seed,2024,23.15,-78.69,-10.26,0.27,10.97,9.72,33.21
kaveri-seed,2025,43.47,-100.0,19.66,28.87,-3.05,-9.48,-53.51
kaveri-seed,2026,-14.32,,18.72,4.48,10.55,6.81,-114.18
kei-industries,2004,,,,,,,
kei-industries,2005,62.31,47.53,33.16,55.48,190.85,842.7,-667.98
kei-industries,2006,62.85,70.97,238.85,101.0,125.06,210.01,43.32
kei-industries,2007,184.72,303.44,59.43,138.32,93.46,54.33,278.26
kei-industries,2008,16.92,10.46,36.36,21.33,18.67,8.4,11.04
kei-industries,2009,-7.15,7.59,-5.07,-6.62,-88.28,-97.13,-138.42
kei-industries,2010,1.92,-8.38,12.15,5.21,276.53,1038.4,-107.74
kei-industries,2011,20.45,-24.21,7.92,16.25,75.29,-25.79,-5117.13
kei-industries,2012,40.06,64.51,-4.55,28.63,83.47,130.4,-64.5
kei-industries,2013,-4.78,-7.34,12.54,-1.49,14.96,8.26,362.97
kei-industries,2014,5.3,13.88,6.85,5.64,-11.99,-55.96,-44.07
kei-industries,2015,6.95,-15.26,11.27,7.9,29.4,195.26,137.03
kei-industries,2016,7.95,16.32,20.66,10.83,26.95,81.61,-6.36
kei-industries,2017,28.05,58.37,25.72,27.48,10.9,50.85,-115.57
kei-industries,2018,12.36,8.31,31.16,16.93,27.24,54.07,-756.36
kei-industries,2019,23.16,-32.54,28.84,24.71,33.35,25.81,229.52
kei-industries,2020,-11.26,-37.71,93.45,18.25,7.62,40.27,-102.1
kei-industries,2021,-29.85,-9.56,17.98,-7.8,-8.35,7.14,-1275.11
kei-industries,2022,12.6,16.29,20.12,17.03,32.42,37.65,48.52
kei-industries,2023,-15.13,-59.18,21.25,6.89,21.74,26.89,124.78
kei-industries,2024,27.69,-0.76,21.6,23.51,19.57,21.72,18.82
kei-industries,2025,-3.93,32.85,83.78,55.37,18.63,19.85,-105.27
kei-industries,2026,58.13,4.41,15.2,23.79,23.57,31.88,-2707.73
knr-construct,2004,,,,,,,
knr-construct,2005,7.97,118.17,9.79,8.76,-34.12,-35.84,
knr-construct,2006,154.2,214.45,40.93,105.31,9.91,277.7,
knr-construct,2007,79.81,101.73,39.49,67.85,260.11,23.56,
knr-construct,2008,75.4,46.08,242.13,116.46,96.24,48.64,34.18
knr-construct,2009,16.74,-16.86,16.39,16.6,38.29,47.75,171.41
knr-construct,2010,21.4,-45.4,16.6,19.53,10.55,15.16,-71.52
knr-construct,2011,-7.91,-13.5,16.38,1.29,12.43,13.03,140.87
knr-construct,2012,-11.75,-22.36,13.85,-0.6,-7.33,-7.16,37.71
knr-construct,2013,21.83,34.8,12.01,16.93,-26.25,-1.19,-99.08
knr-construct,2014,-11.47,-13.54,12.65,0.05,12.8,16.98,12710.58
knr-construct,2015,-1.59,51.8,10.89,5.12,5.15,19.73,-49.62
knr-construct,2016,26.91,27.55,27.71,27.36,55.76,120.68,282.21
knr-construct,2017,31.09,15.79,23.18,26.59,37.92,-2.4,23.39
knr-construct,2018,11.84,62.61,29.3,21.5,62.74,73.03,-50.46
knr-construct,2019,5.94,12.43,22.15,15.49,1.71,-3.24,57.85
knr-construct,2020,27.79,-10.11,14.82,19.71,11.0,-14.45,59.23
knr-construct,2021,-3.75,-99.67,15.02,7.47,33.64,8.42,-24.39
knr-construct,2022,3.29,-100.0,20.03,14.0,48.48,56.36,15.17
knr-construct,2023,-11.23,,21.96,11.12,26.16,30.65,-96.25
knr-construct,2024,4.84,-100.0,17.97,14.55,-19.07,-1.0,1592.15
knr-construct,2025,-30.37,,22.3,9.72,-9.68,46.95,-221.09
knr-construct,2026,-10.71,,2.78,0.74,-76.96,-84.01,-116.2
kolte-patil,2004,,,,,,,
kolte-patil,2005,33.27,15.56,16.99,30.9,-8.77,-86.39,
kolte-patil,2006,104.82,214.21,15.92,93.36,82.21,1126.09,
kolte-patil,2007,59.99,19.68,892.64,124.36,2272.82,2873.76,-546.7
kolte-patil,2008,-10.61,-2.27,214.72,66.45,77.25,52.56,-64.01
kolte-patil,2009,-20.48,1.64,13.61,1.57,-63.44,-33.84,-439.58
kolte-patil,2010,-11.74,-37.87,2.97,-1.1,-74.09,-67.39,-124.48
kolte-patil,2011,4.88,-27.69,6.03,5.74,345.17,90.76,-9.63
kolte-patil,2012,9.23,20.51,2.4,4.07,-55.53,-42.32,-321.22
kolte-patil,2013,54.92,220.11,5.21,17.99,65.44,116.23,-132.01
kolte-patil,2014,26.15,15.12,-0.71,8.35,-29.44,-29.37,-649.75
kolte-patil,2015,25.86,5.05,3.29,12.16,11.69,-5.93,-69.81
kolte-patil,2016,29.12,84.39,3.81,14.97,-18.48,-9.51,-170.37
kolte-patil,2017,14.07,-58.45,-1.4,6.26,286.81,114.56,514.72
kolte-patil,2018,-18.32,74.36,11.7,-4.25,32.73,23.85,-112.77
kolte-patil,2019,128.43,-1.98,-11.47,51.97,-44.29,-24.33,-13.99
kolte-patil,2020,-9.29,-4.57,9.43,-3.33,48.3,-19.13,-1190.14
kolte-patil,2021,-9.7,34.27,-0.22,-6.28,-85.69,-111.98,-46.81
kolte-patil,2022,20.55,67.86,-6.54,10.16,-240.8,639.66,12.91
kolte-patil,2023,1.46,-7.69,-1.53,0.49,-186.67,-105.4,157.8
kolte-patil,2024,59.76,127.67,-5.59,38.91,-485.98,-2421.17,-246.06
kolte-patil,2025,-7.87,13.91,7.79,-4.48,-204.33,-196.3,-84.99
kolte-patil,2026,143.86,-5.36,52.03,121.4,-171.63,-102.87,-847.89
larsen,2004,,,,,,,
larsen,2005,24.28,40.38,21.41,23.39,56.0,83.92,-66.1
larsen,2006,11.7,-21.81,37.73,19.64,34.81,2.43,1122.44
larsen,2007,35.51,42.94,24.32,31.58,67.26,38.34,55.59
larsen,2008,50.71,72.49,65.64,55.66,63.02,55.84,-8.69
larsen,2009,41.81,82.93,30.4,37.78,28.99,60.23,-23.99
larsen,2010,14.49,3.73,46.77,25.34,22.32,25.62,270.81
larsen,2011,24.02,-6.9,19.47,22.17,26.88,-9.5,-30.08
larsen,2012,20.44,30.56,15.46,18.53,6.33,12.6,-71.78
larsen,2013,1.32,-3.16,15.54,6.62,2.24,10.19,95.52
larsen,2014,3.74,43.14,15.51,8.49,12.12,11.86,-50.48
larsen,2015,11.6,7.34,10.17,10.98,-9.69,-7.95,200.13
larsen,2016,13.11,-0.64,9.8,11.7,-1.79,5.05,3.58
larsen,2017,-0.22,-22.7,12.63,5.32,7.46,2.68,83.67
larsen,2018,18.16,1.88,6.89,13.08,10.55,-1.22,-50.64
larsen,2019,12.31,24.57,2.1,7.83,21.82,39.06,-13.39
larsen,2020,19.8,115.06,4.25,13.55,-22.32,-10.84,-104.74
larsen,2021,-2.06,-7.67,15.79,4.52,-46.9,69.74,-6984.41
larsen,2022,15.82,-14.74,11.09,13.89,138.18,-30.5,-28.16
larsen,2023,-0.48,-10.58,6.58,2.33,-2.79,-0.39,21.09
larsen,2024,9.88,24.18,-9.94,1.66,5.79,18.54,14.17
larsen,2025,3.3,-2.69,11.61,6.35,20.5,16.84,53.42
larsen,2026,16.66,-48.11,3.67,11.65,-65.76,-42.16,72.34
lloyds-metals,2004,,,,,,,
lloyds-metals,2005,-36.22,-36.1,-27.19,-38.59,,,176.22
lloyds-metals,2006,-1.52,-32.22,-81.64,23.45,,,90.31
lloyds-metals,2007,7.23,-8.22,206.33,-2.0,,,-72.39
lloyds-metals,2008,-12.21,-30.01,-96.32,-0.03,,,-31.84
lloyds-metals,2009,-9.73,-60.46,-5151.22,17.71,,,287.49
lloyds-metals,2010,23.1,-15.01,21.52,22.74,,,-4.47
lloyds-metals,2011,13.94,-28.8,18.41,14.95,,,-50.17
lloyds-metals,2012,9.25,-17.41,3.13,7.82,,,-42.47
lloyds-metals,2013,-22.23,-22.88,1.56,-16.91,,,-44.8
lloyds-metals,2014,6.87,-23.94,-34.0,-4.29,,,30.25
lloyds-metals,2015,3.68,13.22,-25.67,-1.85,,,-10.71
lloyds-metals,2016,8.96,-32.49,1.18,7.85,,,143.52
lloyds-metals,2017,8.42,115.71,9.12,8.51,,,-112.07
lloyds-metals,2018,8.42,13.01,24.86,10.63,,,-645.13
lloyds-metals,2019,2.28,192.29,28.21,6.21,,,-226.69
lloyds-metals,2020,3.17,15.95,33.4,8.71,,,-234.79
lloyds-metals,2021,8.13,4.01,26.11,12.17,,,-128.97
lloyds-metals,2022,-36.42,-44.86,164.44,14.37,,,423.49
lloyds-metals,2023,45.22,-100.0,217.48,145.93,,,560.32
lloyds-metals,2024,126.49,,83.85,94.31,,,-429.36
lloyds-metals,2025,166.93,,127.79,138.98,,,-29.16
lloyds-metals,2026,184.45,626.28,83.99,116.07,,,299.7
mangalore-chem,2004,,,,,,,
mangalore-chem,2005,3.03,111.81,6.61,5.05,65.18,56.01,-243.64
mangalore-chem,2006,92.59,110.53,4.54,42.24,39.46,12.73,3.37
mangalore-chem,2007,8.33,6.9,5.08,6.96,21.77,9.18,-212.23
mangalore-chem,2008,44.58,66.35,7.31,29.19,46.21,30.99,-206.32
mangalore-chem,2009,3.41,4.42,4.4,3.75,124.76,-21.68,-111.59
mangalore-chem,2010,-37.24,-75.26,10.38,-20.8,-55.48,100.53,6545.5
mangalore-chem,2011,-8.18,87.59,12.92,1.97,64.02,37.26,-102.5
mangalore-chem,2012,313.64,608.5,10.39,152.1,31.43,-10.88,8228.67
mangalore-chem,2013,-3.28,-7.18,8.92,-0.43,-12.55,-3.66,-139.64
mangalore-chem,2014,17.35,24.21,9.02,15.22,31.35,6.55,-101.83
mangalore-chem,2015,-11.02,-29.95,3.79,-7.45,-31.84,-47.07,-10619.26
mangalore-chem,2016,17.77,26.45,-36.42,3.1,-54.89,-739.64,-122.06
mangalore-chem,2017,-13.41,-12.83,1.05,-11.0,134.65,-108.08,-345.66
mangalore-chem,2018,12.01,14.46,12.57,12.12,6.78,212.11,-90.25
mangalore-chem,2019,19.32,25.12,3.74,16.36,1.11,-45.72,-895.59
mangalore-chem,2020,-6.83,-13.71,10.18,-3.94,6.42,96.32,-340.18
mangalore-chem,2021,-38.44,-43.79,11.31,-28.76,-1.9,3.95,53.03
mangalore-chem,2022,46.5,66.27,12.48,36.15,2.63,30.94,-109.07
mangalore-chem,2023,-8.84,1.2,17.59,-2.2,56.31,53.27,-320.3
mangalore-chem,2024,-19.68,-24.91,16.99,-8.6,21.85,14.97,158.31
mangalore-chem,2025,-14.95,-29.11,13.3,-4.03,-19.24,-7.18,-45.32
mindspace-reit,2020,,,,,,,
mindspace-reit,2021,23693.88,,-338444.9,,-12461.22,-12006.12,116.33
mindspace-reit,2022,48.06,43.71,-0.02,3.14,96.33,89.06,17.92
mindspace-reit,2023,30.25,33.31,0.17,3.01,6.05,4.18,59.2
mindspace-reit,2024,58.53,58.7,0.14,7.1,9.58,1.05,-25.13
mindspace-reit,2025,30.12,32.88,0.01,5.32,-31.66,-49.05,95.7
mindspace-reit,2026,89.91,89.65,6.41,24.62,-103.18,22.48,25.62
mrpl,2004,,,,,,,
mrpl,2005,-2.26,-24.84,45.82,3.21,192.34,91.49,70.6
mrpl,2006,-5.45,-4.59,10.71,-1.64,-50.94,-57.76,-44.29
mrpl,2007,-4.16,-28.39,15.09,0.95,53.07,41.41,70.02
mrpl,2008,34.97,-13.1,37.22,35.65,35.54,142.09,0.09
mrpl,2009,-12.65,-3.46,25.02,-1.13,42.34,-6.26,25.92
mrpl,2010,44.31,-14.62,18.34,34.26,-41.13,-6.72,36.63
mrpl,2011,10.67,-33.65,16.66,12.71,16.51,5.78,-28.68
mrpl,2012,58.09,411.0,10.73,41.38,-27.7,-22.78,-133.93
mrpl,2013,6.9,21.35,-10.53,2.08,-122.01,-183.31,-250.18
mrpl,2014,60.37,26.85,9.3,48.0,-258.29,-179.43,805.56
mrpl,2015,-10.53,-11.05,-24.95,-13.11,-721.41,-384.81,-106.42
mrpl,2016,6.28,-13.55,21.23,8.59,-134.91,-166.99,-338.87
mrpl,2017,-47.06,-2.58,56.54,-29.18,530.98,217.69,-161.92
mrpl,2018,-7.06,-30.99,9.55,-0.72,-36.24,-38.96,-511.72
mrpl,2019,8.45,76.47,-2.74,3.73,-74.98,-85.07,-84.48
mrpl,2020,6.96,28.6,-27.29,-6.55,-469.78,-915.65,-66.31
mrpl,2021,31.85,47.86,-3.48,21.0,-96.64,-91.12,-1202.7
mrpl,2022,41.54,37.28,-4.41,30.29,-3519.31,-1329.01,-332.14
mrpl,2023,-23.07,-20.76,36.66,-12.34,39.33,-10.72,35.62
mrpl,2024,-12.39,-25.47,34.74,0.81,21.04,36.29,10.69
mrpl,2025,-3.08,3.33,-2.4,-2.82,-85.29,-98.59,-73.34
mrpl,2026,41.09,11.4,9.54,29.22,398.58,3718.15,34.79
nalco,2004,,,,,,,
nalco,2005,-31.05,-100.0,25.05,4.39,68.15,67.47,24.09
nalco,2006,7.96,,25.43,21.19,23.38,26.51,14.03
nalco,2007,16.64,,30.59,27.57,46.44,52.44,38.52
nalco,2008,16.22,,15.32,15.5,-36.91,-31.49,-30.14
nalco,2009,19.06,,10.09,11.88,-24.65,-22.02,1.91
nalco,2010,14.22,,6.41,8.06,-45.41,-36.0,-39.55
nalco,2011,25.96,,7.4,11.56,33.84,31.33,39.16
nalco,2012,0.57,-100.0,4.93,3.83,-43.91,-20.56,-45.62
nalco,2013,15.47,,1.86,5.19,-38.85,-30.21,-1.19
nalco,2014,0.72,,1.59,1.36,-10.3,8.35,12.0
nalco,2015,-23.63,,5.57,-2.24,300.11,105.78,-46.96
nalco,2016,4.0,,3.11,3.29,-59.27,-40.45,69.23
nalco,2017,22.2,,-22.65,-13.22,-4.71,-15.07,63.02
nalco,2018,-4.35,-11.94,2.93,0.77,211.39,100.8,2.13
nalco,2019,13.47,48.46,-0.19,3.65,38.79,29.05,64.25
nalco,2020,-2.16,-81.57,-4.73,-3.94,-101.68,-92.02,-114.47
nalco,2021,-11.66,274.57,6.93,1.11,-2999.01,840.12,-730.88
nalco,2022,17.2,-55.17,17.55,17.45,212.71,127.16,80.01
nalco,2023,-4.72,131.01,5.45,2.67,-52.93,-47.68,-77.06
nalco,2024,7.7,-17.99,10.07,9.47,47.21,33.37,199.41
nalco,2025,4.74,217.21,23.84,19.07,168.11,158.49,113.51
nalco,2026,-2.68,-100.0,21.15,15.92,5.33,9.22,10.88
nath-bio-genes,2011,,,,,,,
nath-bio-genes,2012,12.76,22.66,69.62,17.19,30.54,15.58,
nath-bio-genes,2013,15.13,97.54,25.67,19.15,35.36,27.72,
nath-bio-genes,2014,26.55,19.22,42.3,32.88,86.35,106.81,2177.27
nath-bio-genes,2015,10.03,-0.48,31.01,19.06,5.61,4.53,-55.02
nath-bio-genes,2016,22.18,177.31,13.22,17.94,-31.96,-44.21,-309.62
nath-bio-genes,2017,4.37,18.33,150.05,70.63,25.62,14.89,-123.57
nath-bio-genes,2018,-32.8,-52.9,54.7,25.52,52.26,80.71,-1506.59
nath-bio-genes,2019,35.79,78.33,8.17,13.11,6.04,30.63,-53.19
nath-bio-genes,2020,24.44,21.01,9.86,12.98,27.37,31.36,-143.07
nath-bio-genes,2021,2.26,36.11,9.98,8.16,20.02,10.26,-88.28
nath-bio-genes,2022,13.45,-2.18,-11.63,-6.03,-185.49,-220.98,1436.04
